title,artists,artist_nationality,genre,object_type,height,width,area,seller,seller_type,buyer,buyer_type,buyer_address,coordinates,purchase_date,sale_date,purchase_price,sale_price,sale_year,purchase_year
au bord de la mer,"DIAZ DE LA PEÑA, NARCISSE VIRGILE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Vanderbilt, Frederick William",Collector,"693 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-09-09,1881-11-11,2000,650,1881,1881
"[""Madonna & Child"" title info from Sales Book 6, 1885-1892, f.222]","PIGLHEIN, BRUNO",German,History,Painting,,,,"Stroefer, Theodor",Dealer,"Chapman, Henry T. Jr.",Collector,"74 Broadway/340 Clinton Ave Brooklyn, New York, NY, USA","40.707447,-74.011861",1881-09-09,1889-12-12,5000,650,1889,1881
Le chemin creux,"GOUBIE, JEAN RICHARD",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Smith, Charles Stewart",Collector,"25 W. 47th St., New York, NY, USA","40.757054,-73.979127",1877-01-13,1877-04-04,625,750,1877,1877
Paysanne de l'artois,"BRETON, JULES ADOLPHE AIMÉ LOUIS",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Milbank, Jeremiah",Collector,"16 E. 38th St., New York, NY, USA","40.750301,-73.981699",1881-09-09,1881-10-10,14000,4000,1881,1881
Femme couchée sur gazon,"HENNER, JEAN JACQUES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Havemeyer, Henry Osborne",Collector,"19 W. 48./117 Wall St., New York, NY, USA","40.757519,-73.978383",1881-09-09,1881-10-10,12000,3000,1881,1881
Le Portier,"CHLEBOWSKI, STANISLAW",Polish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Stuart, Robert Leighton",Collector,"152 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-09-09,1882-04-04,3500,1000,1882,1881
Rep.a & Théatre d'amateurs,"VIBERT, JEHAN GEORGES",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Gould, Jason (Jay)",Collector,"579 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-09-09,1881-12-12,35000,10400,1881,1881
M.me La Generale,"LOUSTAUNAU, AUGUSTE",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Newcomb, Horatio Victor",Collector,"683 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-09-09,1882-02-02,8000,3500,1882,1881
Devant l'auberge,"ZUIDEMA BROOS, JEAN JACQUES",Dutch,Genre,Painting,,,,Goupil et Cie.,Dealer,Schenck's Art Gallery,Dealer,"60 Liberty St., New York, NY, USA","40.708684,-74.009616",1877-01-13,1877-02-02,87.5,144.37,1877,1877
2 Vaches dans mare,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape; Animals,Painting,,,,Goupil et Cie.,Dealer,"Spencer, Albert",Collector,"150 E. 44th St., New York, NY, USA","40.75233,-73.974521",1881-10-10,1881-12-12,3000,900,1881,1881
3 Vaches dans pré,"MARCKE DE LUMMEN, EMILE VAN",French,Landscape; Animals,Painting,,,,Goupil et Cie.,Dealer,"Spencer, Albert",Collector,"150 E. 44th St., New York, NY, USA","40.75233,-73.974521",1881-10-10,1881-12-12,4500,1100,1881,1881
La pêcheuse,"HAQUETTE, GEORGES JEAN MARIE",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Combe, William",Collector,"221 E. 19th St., New York, NY, USA","40.73624,-73.984538",1881-10-10,1882-01-13,500,200,1882,1881
"[""The pigeon charmer"" title info from Sales Book 6, 1885-1892, f.20]","PUJOL, PAUL",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Scott, George S.",Collector,"28 W. 57th St., New York, NY, USA","40.763509,-73.9751",1881-10-10,1886-04-04,3000,900,1886,1881
jeune femme,"TOULMOUCHE, AUGUSTE",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Brown, Augustus L.",Collector,"514 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-10-10,1882-12-12,1500,500,1882,1881
Jeune femme,"TOULMOUCHE, AUGUSTE",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Fahnestock, Harris Charles",Collector,"292 Madison Ave., New York, NY, USA","40.751945,-73.980072",1881-10-10,1881-11-11,1500,500,1881,1881
soldat Henri IV,"MEISSONIER, JEAN CHARLES",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Rutter, J.H.",Collector,"778 Madison Ave., New York, NY, USA","40.768192,-73.968177",1881-10-10,1881-12-12,2000,450,1881,1881
J.ne seigneur,"MEISSONIER, JEAN CHARLES",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Seney, George Ingraham",Collector,"123 Remsen St., Brooklyn, NY, USA","40.693907,-73.993812",1881-10-10,1882-03-03,1500,500,1882,1881
"[""The salutation"" title info from Sales Book 5, 1881-1885, f.60]","BECKER, KARL LUDWIG FRIEDRICH",German,Genre,Painting,,,,"Lepke, N.L., Galleries",Dealer,"De Coppet, H.",Collector,"22 W. 17th St., New York, NY, USA","40.738133,-73.992769",1881-10-10,1882-06-06,6000,2000,1882,1881
"[""Forest of Fontainebleau"" title info from Sales Book 4, 1879-1881, f.203]","CERAMANO, CHARLES FERDINAND",Belgian,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"May, Lewis",Collector,"17 E. 74th St., New York, NY, USA","40.773453,-73.965345",1881-10-10,1881-10-10,262.05,100,1881,1881
La lecture,"PALMAROLI GONZÁLEZ, VICENTE",Spanish,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Rockefeller, William Avery Jr.",Collector,"689 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-10-10,1881-12-12,4000,1600,1881,1881
Hier & Aujourd'hui,,Spanish,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Rutter, J.H.",Collector,"778 Madison Ave., New York, NY, USA","40.768192,-73.968177",1881-10-10,1881-12-12,4500,1500,1881,1881
Pont de la Veneta marine Venise,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Gould, Jason (Jay)",Collector,"579 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-10-10,1881-12-12,4000,1200,1881,1881
Artillerie en bataille,"WALKER, JAMES ALEXANDER",British,History,Painting,,,,Bulla Frères et Jouy,Dealer,"Stuart, Robert Leighton",Collector,"154 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-10-10,1881-11-11,5000,1400,1881,1881
"[""Weaning the calf"" title info from Sales Book 5, 1881-1885, f.57]","HOMER, WINSLOW",American,Genre,Painting,,,,"Morris, Schwab & Company Art Galleries",Dealer,"Harper, Joseph Abner",Collector,"234 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-11-11,1882-05-05,250,250,1882,1881
"[""The cherry girl"" title info from Sales Book 4, 1879-1881, f.208]","BRUCK, LAJOS",Hungarian,Genre,Painting,,,,"Morris, Schwab & Company Art Galleries",Dealer,"Watson, Walter",Collector,"344 Lexington Ave., New York, NY, USA","40.749961,-73.977288",1881-11-11,1881-11-11,200,450,1881,1881
Landscape,"PELOUSE, LÉON GERMAIN",French,Landscape,Painting,,,,"Morris, Schwab & Company Art Galleries",Dealer,"Harper, Joseph Abner",Collector,"234 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-11-11,1882-02-02,100,125,1882,1881
La reconnaissance,"WALKER, JAMES ALEXANDER",British,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Closson, James T.",Collector,"210 Madison Ave./11 Nassau St., New York, NY, USA","40.748854,-73.982326",1881-11-11,1881-12-12,2000,600,1881,1881
"[""Gathering weeds"" title info from Sales Book 5, 1881-1885, f.177]","SAUVAGE, PIAT JOSEPH",Flemish,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Hagemeyer, George",Collector,"107 Kent St., Brooklyn, NY, USA","40.730757,-73.95697",1881-11-11,1884-06-06,400,175,1884,1881
L'arlequinette,"MADRAZO Y KUNTZ, FEDERICO DE",Spanish,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Belmont, August",Collector,"109 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-11-11,1881-12-12,6000,1800,1881,1881
Allant au marché,"FIRMIN-GIRARD, MARIE-FRANÇOIS",French,Genre,Painting,,,,"Firmin-Girard, Marie-François",Collector,"Ives, Brayton C.",Collector,"10 E. 35th St., New York, NY, USA","40.7485,-73.983141",1881-11-11,1881-12-12,4000,1500,1881,1881
Les pavots en fleur,"FIRMIN-GIRARD, MARIE-FRANÇOIS",French,Still Life,Painting,,,,"Firmin-Girard, Marie-François",Collector,"Connor, Washington Everett",Collector,"14 E. 45th St., New York, NY, USA","40.755509,-73.979825",1881-11-11,1882-05-05,3000,950,1882,1881
Le Bouquet,"HAGBORG, OTTO",British,Still Life,Painting,,,,Goupil et Cie.,Dealer,"Andrews, John R.",Collector,"504 Fifth Ave., New York, NY, USA","40.76457,-73.973636",1881-11-11,1882-01-13,3150,950,1882,1881
Oasis,"SCHREYER, CHRISTIAN ADOLF",German,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Garland, John A.",Collector,"25 E. 37th St., New York, NY, USA","40.749593,-73.981593",1881-11-11,1881-12-12,12000,3900,1881,1881
"Paysage [""Barbizon"" title info from Sales Book 5, 1881-1885, f.9]","RICHET, LÉON",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Perkins, B.",Collector,"41 Wall St., New York, NY, USA","40.70659,-74.009924",1881-11-11,1881-12-12,1300,400,1881,1881
"[""Russian horse dealers"" title info from Sales Book 6, 1885-1892, f.67]","CHELMONSKI, JOSEF",Polish,Genre,Painting,,,,"Haseltine, Charles Field",Dealer,"Thomas, Seth Edward",Collector,"8 W. 20th St., New York, NY, USA","40.739691,-73.991133",1881-11-11,1886-12-12,2750,550,1886,1881
Les Adieux,"OUTIN, PIERRE",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Hotchkiss, Horace L.",Collector,"12 E. 67th St., New York, NY, USA","40.768945,-73.968934",1881-11-11,1881-12-12,2100,800,1881,1881
Vue de Venise La Riva de l'Schiavoni,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Gould, Jason (Jay)",Collector,"579 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-11-11,1881-12-12,4000,1200,1881,1881
"[""The butterflies"" title info from Sales Book 5, 1881-1885, f.9]","KRAUS, FRIEDRICH",German,Animals,Painting,,,,"Lepke, N.L., Galleries",Dealer,"Garland, John A.",Collector,"25 E. 37th St., New York, NY, USA","40.749593,-73.981593",1881-11-11,1881-12-12,2500,900,1881,1881
"[""Circassians in the mountains"" title info from Sales Book 5, 1881-1885, f.9]","KOWALSKI-WIERUSZ, ALFRED VON",Polish,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Closson, James T.",Collector,"210 Madison Ave./11 Nassau St., New York, NY, USA","40.748854,-73.982326",1881-11-11,1881-12-12,1100,425,1881,1881
"[""Collecting his wits"" title info from Sales Book 5, 1881-1885, f.8]","KOTSCHENREITER, HUGO",German,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Gould, Jason (Jay)",Collector,"579 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1881-11-11,1881-12-12,750,500,1881,1881
"[""The musician"" title info from Sales Book 5, 1881-1885, f.27]","KOTSCHENREITER, HUGO",German,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Horton, Henry Lawrence",Collector,"144 W. 57th St., New York, NY, USA","40.764914,-73.978103",1881-11-11,1882-02-02,200,125,1882,1881
La dépêche,"ROYBET, FERDINAND LÉON VICTOR",French,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Seney, George Ingraham",Collector,"123 Remsen St., Brooklyn, NY, USA","40.693907,-73.993812",1881-12-12,1882-03-03,16000,4000,1882,1881
Pomona,"BOUGHTON, GEORGE HENRY",British,History,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Fahnestock, Harris Charles",Collector,"292 Madison Ave., New York, NY, USA","40.751945,-73.980072",1881-11-11,1881-12-12,125,1000,1881,1881
Hester Prynne,"BOUGHTON, GEORGE HENRY",British,History,Painting,,,,"Goupil Gallery, Ltd.",Dealer,"Garland, John A.",Collector,"25 E. 37th St., New York, NY, USA","40.749593,-73.981593",1881-11-11,1881-12-12,125,800,1881,1881
"[""Start of a caravan, Constantinople"" title info from Sales Book 6, 1885-1892, f.203]","ZIEM, FÉLIX FRANÇOIS GEORGES PHILIBERT",French,Landscape,Painting,,,,"Goddard, William",Collector,"Wynkoop, Gerardus Hilles",Collector,"5 E. 13th St., New York, NY, USA","40.735281,-73.993906",1881-12-12,1889-04-04,1200,1200,1889,1881
"Winter [""Winter travel in Russia"" title info from Sales Book 5, 1881-1885, f.10]","KOWALSKI-WIERUSZ, ALFRED VON",Polish,Genre,Painting,,,,"Halsted, R. H.",Collector,"Dodge, Arthur Murray",Collector,"72 E. 34th St., New York, NY, USA","40.747356,-73.982324",1881-12-12,1881-12-12,450,450,1881,1881
Richmond,"TISSOT, JAMES JACQUES JOSEPH",French,Landscape,Painting,,,,"Tissot, James Jacques Joseph",Collector,"Cooper, George Campbell",Collector,"113 E. 21st St., New York, NY, USA","40.741828,-73.993965",1881-12-12,1882-05-05,100,900,1882,1881
Landscape,"DUPRÉ, VICTOR",French,Landscape,Painting,,,,"Walker, Isaac",Collector,"Eastman, Timothy C.",Collector,"6 E. 70th St., New York, NY, USA","40.77097,-73.967826",1881-12-12,1883-01-13,400,500,1883,1881
"""much ado abt nothing""","VOLKHART, MAX",German,History,Painting,,,,"Closson, James T.",Collector,"James, Daniel Willis",Collector,"40 E. 39th St., New York, NY, USA","40.750691,-73.980446",1881-12-12,1882-11-11,975,1300,1882,1881
Venice Eglise del Salvator Jardin Justiniani,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Trotter, Theodore Van Antwerp",Collector,"11 E. 55th St., New York, NY, USA","40.761553,-73.974558",1881-12-12,1882-01-13,4000,1250,1882,1881
Sous bois,"RICHET, LÉON",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Riker, John Lawrence",Collector,"19 W. 57th St., New York, NY, USA","40.763281,-73.974381",1881-12-12,1882-02-02,1200,337.05,1882,1881
Das Schulmadchen,"MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Meyer, Johann Georg",Artist,"Baker, George Fisher",Collector,"258 Madison Ave., New York, NY, USA","40.750707,-73.980976",1881-12-12,1882-01-13,4000,1500,1882,1881
Mutter u Kind-Spiel,"MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Meyer, Johann Georg",Artist,"Houston, James Buchanan",Collector,"24 W. 53rd St./24 Broad St., New York, NY, USA","40.760662,-73.976427",1881-12-12,1882-12-12,1500,550,1882,1881
Madchen's profil kopf,"MEYER, JOHANN GEORG",German,Genre,Painting,,,,"Meyer, Johann Georg",Artist,"Seney, George Ingraham",Collector,"123 Remsen St., Brooklyn, NY, USA","40.693907,-73.993812",1881-12-12,1882-03-03,1500,650,1882,1881
Mangeur de pommes,"HAAG, JEAN PAUL",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Frost, Charles L.",Collector,"4 E. 23rd St., New York, NY, USA","40.741285,-73.989169",1877-01-13,1877-02-02,75,100,1877,1877
"[""Morning divertissement"" title info from Sales Book 6, 1885-1892, f.2]; Prestidigitateur; Un Prestidigitation","SPIRIDON, IGNACE",Italian,Genre,Painting,,,,"Spiridon, Ignace",Collector,"Postley, Charles A.",Collector,"old resid. 51 Park Ave. new resid. 817 Fifth Ave., New York, NY, USA","40.737732,-73.988159",1881-12-12,1886-01-13,2500,850,1886,1881
Une Dame descendant un Escalier,"SPIRIDON, IGNACE",Italian,Genre,Painting,,,,"Spiridon, Ignace",Collector,"Weld, Charles Goddard",Collector,"160 Chambers St., New York, NY, USA","40.71603,-74.010238",1881-12-12,1883-03-03,1000,400,1883,1881
"[""Cattle on the seashore"" title info from Sales Book 5, 1881-1885, f.22]","BURNIER, RICHARD",Dutch,Landscape; Animals,Painting,,,,F.G. Conzen,Dealer,"Bishop, Heber R.",Collector,"18 Wall St., New York, NY, USA","40.70725,-74.010854",1881-12-12,1882-01-13,4000,1800,1882,1881
Liebkosung,"EPP, RUDOLF",German,Genre,Painting,,,,"Epp, Rudolf",Collector,"Horton, Henry Lawrence",Collector,"144 W. 57th St., New York, NY, USA","40.764914,-73.978103",1881-12-12,1882-02-02,1200,650,1882,1881
Il Carnevale di Roma,"HANDLEY, F. MONTAGUE",British,Genre,Painting,,,,"Handley, F. Montague",Collector,"Fahnestock, Harris Charles",Collector,"Madison Ave., New York, NY, USA","40.742771,-73.986597",1881-12-12,1882-02-02,5500,1550,1882,1881
Les images,"HAAG, JEAN PAUL",French,Genre,Painting,,,,Goupil et Cie.,Dealer,"Frost, Charles L.",Collector,"4 E. 23rd St., New York, NY, USA","40.741285,-73.989169",1877-01-13,1877-02-02,75,100,1877,1877
"[""Pasture grounds in Holland"" title info from Sales Book 5, 1881-1885, f.17]","BURNIER, RICHARD",Dutch,Landscape,Painting,,,,"Lewis, E., Miss",Collector,"Glazier, Isaac",Collector,"17 E. 67th St., New York, NY, USA","40.768886,-73.968518",1882-01-13,1882-01-13,486,700,1882,1882
"[""Arabs en route"" title info from Sales Book 5, 1881-1885, f.17]","SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,"Haseltine, Charles Field",Dealer,"Ayer, Josephine Mellen Southwick",Collector,"5 W. 57th St., New York, NY, USA","40.763087,-73.974031",1882-01-13,1882-01-13,3700,3800,1882,1882
"[""Cattle drinking"" title info from Sales Book 5, 1881-1885, f.26]","MARCKE DE LUMMEN, EMILE VAN",French,Animals,Painting,,,,"Gould, Jason (Jay)",Collector,"Glazier, Isaac",Collector,"17 E. 67th St., New York, NY, USA","40.768886,-73.968518",1882-01-13,1882-02-02,2750,3500,1882,1882
"[""Expectation"" title info from Sales Book 5, 1881-1885, f.23]","MOREAU, ADRIEN",French,Genre,Painting,,,,"Halsted, R. H.",Collector,"Myers, Angelo L.",Collector,"105 E. 37th St., New York, NY, USA","40.74896,-73.979753",1882-01-13,1882-01-13,810,900,1882,1882
"[""Outposts"" title info from Sales Book 5, 1881-1885, f.22]","WALKER, JAMES ALEXANDER",British,Genre,Painting,,,,"Condit, Frederick",Collector,"Bishop, Heber R.",Collector,"18 Wall St., New York, NY, USA","40.70725,-74.010854",1882-01-13,1882-01-13,600,600,1882,1882
Pier at Boulogne,"WEBER, THEODOR ALEXANDER",German,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Horton, Henry Lawrence",Collector,"144 W. 57th St., New York, NY, USA","40.764914,-73.978103",1882-01-13,1882-02-02,2100,275,1882,1882
Ramasseuse d'herbes,"KNIGHT, RIDGWAY",American,Genre,Painting,,,,Goupil et Cie.,Dealer,"Bishop, Heber R.",Collector,"18 Wall St., New York, NY, USA","40.70725,-74.010854",1882-01-13,1882-01-13,5250,1600,1882,1882
Lutte des Traineaux,"THOREN, OTTO, RITTER VON",German,Genre,Painting,,,,Bulla Frères et Jouy,Dealer,"Horton, Henry Lawrence",Collector,"144 W. 57th St., New York, NY, USA","40.764914,-73.978103",1882-01-13,1882-02-02,3150,1100,1882,1882
Bords du Loire,"CICÉRI, EUGÈNE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Ladd, John B.",Collector,"428 Clinton Ave./office 22 Vesey St. NY, Brooklyn, NY, USA","40.685601,-73.96743",1877-01-13,1877-05-05,87.5,112.5,1877,1877
"[""The halt"" title info from Sales Book 5, 1881-1885, f.65]","GRISON, ADOLPHE",French,Genre,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"White, Alfred Tredway",Collector,"off. 63 Broadway New York, Brooklyn, NY, USA","40.71082,-73.968524",1882-01-13,1882-09-09,3000,1350,1882,1882
"[""Arabs en route"" title info from Sales Book 5, 1881-1885, f.24]","SCHREYER, CHRISTIAN ADOLF",German,Genre,Painting,,,,Tedesco Frères,Dealer,"Day, Henry M.",Collector,"11 E. 41st St., New York, NY, USA","40.75262,-73.980868",1882-01-13,1882-02-02,14000,4000,1882,1882
"[""Highland sheep"" title info from Sales Book 5, 1881-1885, f.32]",MICAS [UNIDENTIFIED],Unknown,Animals,Painting,,,,Tedesco Frères,Dealer,"Bishop, Heber R.",Collector,"991 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-01-13,1882-03-03,3600,1250,1882,1882
Près d'Avallon,"CICÉRI, EUGÈNE",French,Landscape,Painting,,,,Goupil et Cie.,Dealer,"Ladd, John B.",Collector,"428 Clinton Ave./office 22 Vesey St. NY, Brooklyn, NY, USA","40.685601,-73.96743",1877-01-13,1877-05-05,87.5,112.5,1877,1877
"[""Peasant at court"" title info from Sales Book 5, 1881-1885, f.26]","KOTSCHENREITER, HUGO",German,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Glazier, Isaac",Collector,"17 E. 67th St., New York, NY, USA","40.768886,-73.968518",1882-01-13,1882-02-02,600,285,1882,1882
"Springtime [title info from Sales Book 5, f.33]","HOECKER, PAUL",German,Genre,Painting,,,,"Stroefer, Theodor",Dealer,"Scott, George I.",Collector,"28 W. 57th St., New York, NY, USA","40.763509,-73.9751",1882-01-13,1882-03-03,800,300,1882,1882
Jardin St. Eulalia Palazo Jiustiniani,"RICO ORTEGA, MARTÍN",Spanish,Landscape,Painting,,,,"Reitlinger, Frédéric, Galerie",Dealer,"Belmont, August",Collector,"109 Fifth Ave., New York, NY, USA","40.806416,-73.942262",1882-01-13,1882-03-03,4000,1200,1882,1882
Mangeur de Pommes,"BRUCK, LAJOS",Hungarian,Genre,Painting,,,,Pitet ainé,Dealer,"Bishop, Heber R.",Collector,"Fifth Ave., New York, NY, USA","40.76457,-73.973636",1882-01-13,1882-02-02,1100,500,1882,1882
"[""The fortune teller"" title info from Sales Book 6, 1885-1892, f.229]; [La fête du Village]; La fête du Village","CORTAZZO, ORESTE",Italian,Genre,Painting,,,,Arnold and Tripp,Dealer,"King, Bennett J.",Collector,"12 E. 50th St., New York, NY, USA","40.758212,-73.976768",1882-01-13,1890-01-13,3200,650,1890,1882
Le barbier,"ALCAZAR Y RUIZ, MANUEL",Spanish,Genre,Painting,,,,Goupil et Cie.,Dealer,"Housman, Charles H.",Collector,"19 E. 54th St., New York, NY, USA","40.76067,-73.974554",1877-01-13,1877-02-02,500,750,1877,1877
L'annonce du Tournoi,"MARCHETTI, LUDOVICO",Italian,Genre,Painting,,,,Arnold and Tripp,Dealer,"Seney, George Ingraham",Collector,"123 Remsen St., Brooklyn, NY, USA","40.693907,-73.993812",1882-01-13,1882-04-04,7000,1800,1882,1882
Au bord de l'eau,,French,Genre,Painting,,,,Arnold and Tripp,Dealer,"Dunning, Edward J., Jr.",Collector,"63 Wall St., New York, NY, USA","40.705818,-74.008669",1882-01-13,1882-08-08,1925,650,1882,1882
Repos sous bois,"HEILBUTH, FERDINAND",French,Landscape,Painting,,,,Bulla Frères et Jouy,Dealer,"Riker, John Lawrence",Collector,"19 W. 57th St., New York, NY, USA","40.763281,-73.974381",1882-01-13,1882-02-02,11200,3375,1882,1882
Neveu du Cardinal,"DELORT, CHARLES EDOUARD",French,Portrait,Painting,,,,Bulla Frères et Jouy,Dealer,"Horton, Henry Lawrence",Collector,"144 W. 57th St., New York, NY, USA","40.764914,-73.978103",1882-01-13,1882-02-02,4000,1200,1882,1882
